venda_id,data,cliente_id,produto_id,quantidade,valor_total,custo_total,lucro,forma_pagamento,canal_venda
379,2026-02-25,72,16,2,37.8,27.6,10.2,Débito,App
380,2026-02-21,217,5,3,14.7,11.46,3.24,Crédito,Marketplace
381,2026-02-06,299,16,3,56.7,41.4,15.3,Dinheiro,Loja Física
382,2026-03-27,275,12,5,14.0,9.1,4.9,Crédito,Loja Física
383,2026-03-21,182,8,2,19.0,13.68,5.32,Crédito,Marketplace
384,2026-03-17,221,11,1,4.5,3.06,1.44,Crédito,Loja Física
385,2025-11-11,262,8,6,57.0,41.04,15.96,Débito,Marketplace
386,2025-12-10,238,13,6,89.4,62.58,26.82,Débito,App
387,2025-09-12,54,16,3,56.7,41.4,15.3,Dinheiro,Loja Física
388,2025-10-05,73,27,3,37.5,25.5,12.0,Pix,App
389,2025-12-31,106,26,6,59.4,41.58,17.82,Dinheiro,App
390,2026-01-05,225,4,3,56.7,39.69,17.01,Pix,Loja Física
391,2025-11-21,59,2,1,8.9,6.68,2.22,Pix,Loja Física
392,2026-02-26,85,26,1,9.9,6.93,2.97,Débito,Delivery
393,2025-11-29,219,18,5,89.5,55.5,34.0,Débito,Marketplace
394,2026-02-14,96,6,3,23.4,19.2,4.2,Dinheiro,Loja Física
395,2026-03-13,102,20,4,12.8,8.72,4.08,Dinheiro,Marketplace
396,2025-09-07,110,23,2,49.8,35.86,13.94,Pix,Loja Física
397,2026-01-31,275,4,1,18.9,13.23,5.67,Pix,App
398,2025-10-26,59,15,3,12.6,9.06,3.54,Dinheiro,App
399,2026-02-05,201,13,4,59.6,41.72,17.88,Crédito,App
400,2025-12-05,235,28,6,83.4,63.36,20.04,Débito,App
401,2026-04-29,44,20,1,3.2,2.18,1.02,Pix,Loja Física
402,2025-11-06,60,10,2,6.4,4.8,1.6,Pix,Delivery
403,2026-01-14,215,13,4,59.6,41.72,17.88,Débito,Marketplace
404,2025-12-23,250,6,6,46.8,38.4,8.4,Débito,Delivery
405,2026-01-09,72,10,1,3.2,2.4,0.8,Pix,Marketplace
406,2026-02-11,184,2,1,8.9,6.68,2.22,Dinheiro,Delivery
407,2025-10-25,197,27,5,62.5,42.5,20.0,Dinheiro,Marketplace
408,2026-02-28,213,16,3,56.7,41.4,15.3,Dinheiro,Delivery
409,2025-09-27,16,19,2,13.0,8.46,4.54,Pix,Loja Física
410,2025-11-15,276,8,4,38.0,27.36,10.64,Débito,Marketplace
411,2026-01-28,254,24,4,91.6,64.12,27.48,Crédito,Loja Física
412,2025-11-13,279,25,4,75.6,54.44,21.16,Crédito,Marketplace
413,2026-01-23,218,7,1,5.6,4.48,1.12,Débito,App
414,2026-04-17,231,2,2,17.8,13.36,4.44,Pix,Loja Física
415,2025-12-27,61,28,2,27.8,21.12,6.68,Débito,App
416,2026-04-14,220,23,1,24.9,17.93,6.97,Débito,Delivery
417,2026-04-02,31,7,3,16.8,13.44,3.36,Pix,App
418,2026-02-05,87,18,2,35.8,22.2,13.6,Pix,App
419,2026-01-30,264,9,1,12.9,8.38,4.52,Débito,Marketplace
420,2026-04-29,142,2,1,8.9,6.68,2.22,Débito,Delivery
421,2025-10-13,165,23,2,49.8,35.86,13.94,Dinheiro,Marketplace
422,2025-10-12,138,19,4,26.0,16.92,9.08,Dinheiro,Marketplace
423,2025-09-25,48,21,4,67.6,52.72,14.88,Pix,App
424,2025-12-31,168,16,6,113.4,82.8,30.6,Crédito,Loja Física
425,2026-03-12,184,15,1,4.2,3.02,1.18,Dinheiro,Delivery
426,2025-12-24,109,27,5,62.5,42.5,20.0,Pix,App
427,2026-04-06,173,10,3,9.6,7.2,2.4,Débito,Marketplace
428,2026-03-26,25,11,1,4.5,3.06,1.44,Crédito,Marketplace
429,2025-09-10,81,4,4,75.6,52.92,22.68,Dinheiro,Loja Física
430,2025-12-24,68,7,4,22.4,17.92,4.48,Débito,App
431,2025-09-29,185,21,3,50.7,39.54,11.16,Crédito,App
432,2026-02-23,85,29,1,6.9,4.49,2.41,Dinheiro,App
433,2026-03-10,120,23,4,99.6,71.72,27.88,Crédito,Loja Física
434,2025-09-06,245,7,1,5.6,4.48,1.12,Débito,Delivery
435,2026-01-16,228,22,1,42.9,32.17,10.73,Crédito,App
436,2026-04-03,217,4,1,18.9,13.23,5.67,Dinheiro,Loja Física
437,2025-11-03,46,13,1,14.9,10.43,4.47,Crédito,App
438,2025-12-09,154,29,2,13.8,8.98,4.82,Dinheiro,Delivery
439,2026-02-17,74,22,1,42.9,32.17,10.73,Crédito,Delivery
440,2025-12-27,110,12,2,5.6,3.64,1.96,Dinheiro,Marketplace
441,2026-04-14,45,7,1,5.6,4.48,1.12,Débito,Loja Física
442,2026-02-03,197,24,2,45.8,32.06,13.74,Dinheiro,App
443,2026-03-27,127,5,3,14.7,11.46,3.24,Crédito,Delivery
444,2026-01-25,146,20,1,3.2,2.18,1.02,Pix,Delivery
445,2026-01-16,261,20,1,3.2,2.18,1.02,Dinheiro,App
446,2026-02-18,123,2,3,26.7,20.04,6.66,Dinheiro,Loja Física
447,2025-11-06,37,16,6,113.4,82.8,30.6,Crédito,App
448,2026-05-03,68,11,3,13.5,9.18,4.32,Dinheiro,App
449,2026-01-23,89,22,3,128.7,96.51,32.19,Crédito,Loja Física
450,2026-02-03,8,3,2,10.4,8.52,1.88,Débito,Loja Física
451,2026-04-30,204,2,3,26.7,20.04,6.66,Pix,Marketplace
452,2025-12-23,206,23,1,24.9,17.93,6.97,Débito,App
453,2025-09-27,41,10,5,16.0,12.0,4.0,Débito,Delivery
454,2026-01-21,201,11,4,18.0,12.24,5.76,Crédito,App
455,2026-03-03,123,14,1,8.5,5.69,2.81,Débito,Loja Física
456,2026-04-30,60,14,3,25.5,17.07,8.43,Crédito,App
457,2026-02-23,90,24,1,22.9,16.03,6.87,Crédito,Delivery
458,2026-03-04,84,1,4,115.6,90.16,25.44,Pix,App
459,2025-10-18,65,12,3,8.4,5.46,2.94,Crédito,Loja Física
460,2025-11-30,220,26,4,39.6,27.72,11.88,Crédito,App
461,2026-03-07,40,19,4,26.0,16.92,9.08,Dinheiro,App
462,2025-09-20,291,16,2,37.8,27.6,10.2,Pix,Delivery
463,2025-11-10,53,25,6,113.4,81.66,31.74,Crédito,Delivery
464,2026-03-14,2,17,1,16.9,10.14,6.76,Crédito,Delivery
465,2025-09-17,187,16,4,75.6,55.2,20.4,Débito,Delivery
466,2026-05-02,19,28,3,41.7,31.68,10.02,Dinheiro,Delivery
467,2025-11-27,214,8,4,38.0,27.36,10.64,Pix,Loja Física
468,2026-01-30,62,12,4,11.2,7.28,3.92,Crédito,Delivery
469,2025-11-02,265,26,1,9.9,6.93,2.97,Dinheiro,Loja Física
470,2026-04-18,145,15,2,8.4,6.04,2.36,Pix,Loja Física
471,2026-01-25,5,15,2,8.4,6.04,2.36,Débito,App
472,2026-01-28,156,26,4,39.6,27.72,11.88,Débito,Marketplace
473,2025-12-09,253,19,2,13.0,8.46,4.54,Débito,Delivery
474,2025-09-07,210,30,1,8.9,6.23,2.67,Débito,App
475,2026-02-15,5,27,2,25.0,17.0,8.0,Crédito,Marketplace
476,2026-04-11,158,24,1,22.9,16.03,6.87,Débito,Delivery
477,2025-12-22,31,16,2,37.8,27.6,10.2,Pix,Loja Física
478,2025-09-17,119,30,5,44.5,31.15,13.35,Dinheiro,App
479,2026-01-01,44,24,4,91.6,64.12,27.48,Crédito,Delivery
480,2026-02-16,202,27,1,12.5,8.5,4.0,Crédito,Marketplace
481,2026-02-22,122,5,2,9.8,7.64,2.16,Pix,App
482,2026-05-01,202,26,2,19.8,13.86,5.94,Pix,Marketplace
483,2025-11-14,39,8,2,19.0,13.68,5.32,Débito,Loja Física
484,2025-10-15,85,4,4,75.6,52.92,22.68,Dinheiro,App
485,2025-12-19,275,4,4,75.6,52.92,22.68,Débito,Marketplace
486,2025-11-23,136,15,1,4.2,3.02,1.18,Crédito,Delivery
487,2026-03-31,156,22,5,214.5,160.85,53.65,Crédito,Delivery
488,2026-04-07,168,28,1,13.9,10.56,3.34,Crédito,Delivery
489,2025-12-06,263,13,1,14.9,10.43,4.47,Pix,App
490,2026-04-03,16,6,3,23.4,19.2,4.2,Dinheiro,Delivery
491,2025-09-30,53,15,2,8.4,6.04,2.36,Crédito,Loja Física
492,2025-09-21,114,27,2,25.0,17.0,8.0,Débito,Marketplace
493,2025-12-10,44,22,6,257.4,193.02,64.38,Pix,Loja Física
494,2025-09-11,102,3,4,20.8,17.04,3.76,Débito,Loja Física
495,2026-04-25,170,28,1,13.9,10.56,3.34,Crédito,Marketplace
496,2025-09-18,294,6,4,31.2,25.6,5.6,Dinheiro,Marketplace
497,2025-09-13,219,13,2,29.8,20.86,8.94,Pix,Delivery
498,2026-04-26,141,6,2,15.6,12.8,2.8,Dinheiro,Delivery
499,2025-09-14,126,20,3,9.6,6.54,3.06,Dinheiro,Marketplace
500,2026-04-19,246,18,1,17.9,11.1,6.8,Crédito,App
501,2025-12-13,215,5,2,9.8,7.64,2.16,Débito,Loja Física
502,2025-12-12,184,26,5,49.5,34.65,14.85,Dinheiro,App
503,2026-04-27,258,19,2,13.0,8.46,4.54,Dinheiro,App
504,2025-10-22,164,1,5,144.5,112.7,31.8,Débito,Loja Física
505,2026-04-23,144,26,1,9.9,6.93,2.97,Dinheiro,App
506,2026-03-21,120,19,2,13.0,8.46,4.54,Crédito,Delivery
507,2026-02-21,137,8,4,38.0,27.36,10.64,Crédito,Delivery
508,2026-01-31,199,28,2,27.8,21.12,6.68,Débito,Delivery
509,2025-11-05,163,19,4,26.0,16.92,9.08,Crédito,App
510,2026-01-29,73,19,4,26.0,16.92,9.08,Débito,Marketplace
511,2026-01-22,90,10,3,9.6,7.2,2.4,Crédito,Loja Física
512,2025-09-20,113,8,1,9.5,6.84,2.66,Dinheiro,Loja Física
513,2025-11-29,104,30,2,17.8,12.46,5.34,Pix,Delivery
514,2026-04-29,166,26,1,9.9,6.93,2.97,Crédito,Delivery
515,2026-02-03,73,23,1,24.9,17.93,6.97,Pix,Loja Física
516,2025-12-10,203,23,6,149.4,107.58,41.82,Crédito,App
517,2025-11-22,70,11,2,9.0,6.12,2.88,Dinheiro,Marketplace
518,2026-02-19,90,11,4,18.0,12.24,5.76,Pix,Delivery
519,2026-02-23,90,19,3,19.5,12.69,6.81,Pix,App
520,2025-10-08,1,6,5,39.0,32.0,7.0,Dinheiro,Loja Física
521,2025-10-22,163,20,5,16.0,10.9,5.1,Débito,Loja Física
522,2026-05-03,73,16,2,37.8,27.6,10.2,Crédito,Delivery
523,2025-12-03,86,11,1,4.5,3.06,1.44,Pix,Marketplace
524,2025-09-08,108,9,2,25.8,16.76,9.04,Crédito,App
525,2025-11-10,56,26,1,9.9,6.93,2.97,Crédito,Marketplace
526,2025-12-27,215,24,2,45.8,32.06,13.74,Dinheiro,Marketplace
527,2026-04-19,180,13,3,44.7,31.29,13.41,Dinheiro,Loja Física
528,2026-04-06,296,16,1,18.9,13.8,5.1,Débito,Marketplace
529,2025-09-24,18,26,3,29.7,20.79,8.91,Crédito,App
530,2025-11-11,38,4,4,75.6,52.92,22.68,Débito,Marketplace
531,2025-10-17,39,24,5,114.5,80.15,34.35,Crédito,App
532,2026-02-05,248,20,1,3.2,2.18,1.02,Dinheiro,Delivery
533,2026-02-08,223,29,1,6.9,4.49,2.41,Crédito,Loja Física
534,2025-11-29,98,7,5,28.0,22.4,5.6,Pix,App
535,2025-11-21,50,8,1,9.5,6.84,2.66,Dinheiro,Marketplace
536,2025-10-15,185,2,1,8.9,6.68,2.22,Dinheiro,Loja Física
537,2025-11-20,246,27,2,25.0,17.0,8.0,Crédito,Loja Física
538,2025-10-28,150,6,1,7.8,6.4,1.4,Dinheiro,Loja Física
539,2025-11-23,204,26,5,49.5,34.65,14.85,Dinheiro,App
540,2025-09-29,279,21,4,67.6,52.72,14.88,Débito,App
541,2026-04-20,190,13,1,14.9,10.43,4.47,Dinheiro,Loja Física
542,2025-11-12,239,15,4,16.8,12.08,4.72,Débito,App
543,2026-01-28,78,2,1,8.9,6.68,2.22,Crédito,App
544,2026-03-31,212,18,5,89.5,55.5,34.0,Débito,Loja Física
545,2026-04-09,268,13,3,44.7,31.29,13.41,Dinheiro,Delivery
546,2026-01-05,41,10,3,9.6,7.2,2.4,Crédito,Delivery
547,2025-10-06,230,25,2,37.8,27.22,10.58,Débito,Delivery
548,2026-03-31,65,7,1,5.6,4.48,1.12,Dinheiro,Loja Física
549,2026-02-27,104,14,1,8.5,5.69,2.81,Pix,App
550,2026-04-27,35,24,1,22.9,16.03,6.87,Dinheiro,Marketplace
551,2026-01-25,142,11,4,18.0,12.24,5.76,Dinheiro,Loja Física
552,2026-03-26,268,23,4,99.6,71.72,27.88,Crédito,Marketplace
553,2025-10-14,291,5,5,24.5,19.1,5.4,Crédito,Loja Física
554,2026-01-28,52,25,2,37.8,27.22,10.58,Pix,Marketplace
555,2025-11-12,249,13,6,89.4,62.58,26.82,Dinheiro,Loja Física
556,2025-10-20,207,9,2,25.8,16.76,9.04,Dinheiro,Loja Física
557,2025-12-16,170,29,2,13.8,8.98,4.82,Crédito,Marketplace
558,2026-04-29,191,9,1,12.9,8.38,4.52,Pix,App
559,2025-11-24,252,9,1,12.9,8.38,4.52,Débito,Delivery
560,2025-11-21,227,24,4,91.6,64.12,27.48,Pix,Marketplace
561,2026-02-07,46,21,1,16.9,13.18,3.72,Dinheiro,Delivery
562,2026-04-27,209,27,3,37.5,25.5,12.0,Pix,Loja Física
563,2026-01-15,82,26,1,9.9,6.93,2.97,Pix,Marketplace
564,2025-10-10,269,25,5,94.5,68.05,26.45,Crédito,Delivery
565,2025-10-25,103,29,1,6.9,4.49,2.41,Débito,Loja Física
566,2025-12-31,185,2,2,17.8,13.36,4.44,Pix,App
567,2026-04-04,259,15,3,12.6,9.06,3.54,Crédito,Loja Física
568,2025-11-06,251,12,6,16.8,10.92,5.88,Dinheiro,Delivery
569,2026-04-16,283,16,2,37.8,27.6,10.2,Pix,Delivery
570,2026-04-08,133,29,1,6.9,4.49,2.41,Pix,Loja Física
571,2025-12-13,84,2,6,53.4,40.08,13.32,Débito,Delivery
572,2026-02-18,106,8,2,19.0,13.68,5.32,Dinheiro,Loja Física
573,2026-04-15,5,25,3,56.7,40.83,15.87,Débito,Delivery
574,2026-02-06,5,26,1,9.9,6.93,2.97,Pix,App
575,2026-03-07,141,23,4,99.6,71.72,27.88,Dinheiro,App
576,2026-01-01,112,9,3,38.7,25.14,13.56,Pix,Marketplace
577,2026-02-02,4,4,4,75.6,52.92,22.68,Pix,App
578,2025-11-21,56,22,5,214.5,160.85,53.65,Crédito,App
579,2025-11-15,167,21,4,67.6,52.72,14.88,Pix,App
580,2025-10-24,265,5,2,9.8,7.64,2.16,Crédito,Marketplace
581,2026-02-22,72,11,1,4.5,3.06,1.44,Dinheiro,App
582,2025-11-11,215,30,5,44.5,31.15,13.35,Dinheiro,Loja Física
583,2026-02-02,293,23,1,24.9,17.93,6.97,Pix,Delivery
584,2026-02-28,244,18,2,35.8,22.2,13.6,Pix,Delivery
585,2026-04-09,286,22,1,42.9,32.17,10.73,Pix,Loja Física
586,2026-01-04,133,5,4,19.6,15.28,4.32,Débito,App
587,2026-02-20,114,3,2,10.4,8.52,1.88,Débito,App
588,2025-12-22,170,26,4,39.6,27.72,11.88,Pix,App
589,2026-01-02,61,28,3,41.7,31.68,10.02,Crédito,Loja Física
590,2026-01-04,100,29,4,27.6,17.96,9.64,Crédito,Marketplace
591,2026-01-19,212,10,1,3.2,2.4,0.8,Débito,Delivery
592,2025-10-27,210,11,5,22.5,15.3,7.2,Dinheiro,Delivery
593,2025-11-25,93,28,1,13.9,10.56,3.34,Dinheiro,App
594,2026-02-14,161,6,1,7.8,6.4,1.4,Crédito,Marketplace
595,2025-11-15,87,7,6,33.6,26.88,6.72,Débito,Marketplace
596,2026-03-26,46,25,2,37.8,27.22,10.58,Dinheiro,Marketplace
597,2025-12-18,245,14,5,42.5,28.45,14.05,Crédito,Loja Física
598,2026-01-20,192,7,1,5.6,4.48,1.12,Pix,Delivery
599,2025-09-10,3,22,2,85.8,64.34,21.46,Débito,App
600,2025-11-24,53,5,5,24.5,19.1,5.4,Pix,Delivery
601,2025-09-22,24,27,3,37.5,25.5,12.0,Pix,Marketplace
602,2026-03-11,269,17,3,50.7,30.42,20.28,Dinheiro,Delivery
603,2025-12-02,251,29,4,27.6,17.96,9.64,Débito,Delivery
604,2026-04-26,207,30,1,8.9,6.23,2.67,Débito,Delivery
605,2026-03-11,109,5,1,4.9,3.82,1.08,Débito,Loja Física
606,2025-12-08,20,23,5,124.5,89.65,34.85,Pix,Loja Física
607,2026-02-05,56,2,1,8.9,6.68,2.22,Crédito,Loja Física
608,2025-12-21,195,15,1,4.2,3.02,1.18,Pix,Marketplace
609,2026-03-04,106,5,1,4.9,3.82,1.08,Pix,Marketplace
610,2026-02-22,267,4,2,37.8,26.46,11.34,Débito,Marketplace
611,2026-04-06,54,29,3,20.7,13.47,7.23,Crédito,App
612,2025-10-05,55,26,4,39.6,27.72,11.88,Débito,Delivery
613,2026-03-24,268,9,2,25.8,16.76,9.04,Pix,Marketplace
614,2025-11-20,21,6,6,46.8,38.4,8.4,Dinheiro,Delivery
615,2026-03-01,247,30,3,26.7,18.69,8.01,Débito,Loja Física
616,2025-09-09,46,22,1,42.9,32.17,10.73,Dinheiro,Delivery
617,2025-09-29,262,25,1,18.9,13.61,5.29,Crédito,App
618,2026-02-17,234,8,2,19.0,13.68,5.32,Pix,Marketplace
619,2025-09-18,90,4,1,18.9,13.23,5.67,Pix,App
620,2026-03-30,161,22,4,171.6,128.68,42.92,Crédito,Loja Física
621,2026-04-11,24,25,1,18.9,13.61,5.29,Débito,Delivery
622,2025-11-29,225,12,6,16.8,10.92,5.88,Pix,Loja Física
623,2025-12-10,176,27,2,25.0,17.0,8.0,Crédito,Marketplace
624,2025-12-17,140,15,5,21.0,15.1,5.9,Dinheiro,Marketplace
625,2026-02-19,86,29,1,6.9,4.49,2.41,Débito,Loja Física
626,2026-04-10,54,6,3,23.4,19.2,4.2,Dinheiro,Marketplace
627,2025-10-22,195,20,3,9.6,6.54,3.06,Crédito,Delivery
628,2026-01-07,250,30,1,8.9,6.23,2.67,Dinheiro,Marketplace
629,2025-09-17,134,3,3,15.6,12.78,2.82,Crédito,Delivery
630,2026-02-24,174,28,4,55.6,42.24,13.36,Crédito,Marketplace
631,2026-02-22,128,24,3,68.7,48.09,20.61,Pix,Marketplace
632,2025-10-14,286,27,5,62.5,42.5,20.0,Crédito,Loja Física
633,2026-02-17,81,30,4,35.6,24.92,10.68,Dinheiro,Marketplace
634,2026-04-16,39,6,3,23.4,19.2,4.2,Pix,Delivery
635,2025-11-29,26,9,6,77.4,50.28,27.12,Débito,Marketplace
636,2025-12-18,121,27,1,12.5,8.5,4.0,Dinheiro,Marketplace
637,2026-03-30,230,19,1,6.5,4.23,2.27,Dinheiro,Marketplace
638,2025-11-25,255,4,1,18.9,13.23,5.67,Crédito,Marketplace
639,2025-12-20,286,2,6,53.4,40.08,13.32,Crédito,Loja Física
640,2026-03-27,156,20,5,16.0,10.9,5.1,Débito,Marketplace
641,2025-12-02,28,12,2,5.6,3.64,1.96,Dinheiro,App
642,2026-01-27,243,25,2,37.8,27.22,10.58,Dinheiro,Loja Física
643,2025-09-30,114,25,1,18.9,13.61,5.29,Pix,App
644,2026-04-06,150,21,3,50.7,39.54,11.16,Pix,Loja Física
645,2025-09-17,85,29,4,27.6,17.96,9.64,Débito,Marketplace
646,2025-10-03,101,9,2,25.8,16.76,9.04,Crédito,Marketplace
647,2025-10-31,98,15,3,12.6,9.06,3.54,Crédito,Marketplace
648,2025-09-17,64,30,4,35.6,24.92,10.68,Dinheiro,Delivery
649,2026-01-11,272,1,1,28.9,22.54,6.36,Dinheiro,Marketplace
650,2026-04-30,91,17,3,50.7,30.42,20.28,Débito,Delivery
651,2025-10-02,165,13,5,74.5,52.15,22.35,Dinheiro,Marketplace
652,2026-02-08,128,30,2,17.8,12.46,5.34,Dinheiro,App
653,2025-11-20,69,15,2,8.4,6.04,2.36,Dinheiro,App
654,2026-04-09,281,23,2,49.8,35.86,13.94,Débito,Delivery
655,2025-10-29,149,20,3,9.6,6.54,3.06,Débito,Delivery
656,2026-01-12,166,18,1,17.9,11.1,6.8,Pix,Marketplace
657,2026-02-02,214,19,4,26.0,16.92,9.08,Pix,Marketplace
658,2026-03-31,268,1,1,28.9,22.54,6.36,Crédito,Marketplace
659,2025-10-13,29,2,2,17.8,13.36,4.44,Pix,Delivery
660,2025-11-18,129,22,2,85.8,64.34,21.46,Crédito,App
661,2025-10-28,278,25,1,18.9,13.61,5.29,Pix,Marketplace
662,2025-10-02,288,20,2,6.4,4.36,2.04,Dinheiro,Delivery
663,2026-01-14,148,26,1,9.9,6.93,2.97,Dinheiro,Marketplace
664,2025-12-21,161,26,6,59.4,41.58,17.82,Crédito,Loja Física
665,2026-03-15,104,9,5,64.5,41.9,22.6,Dinheiro,Delivery
666,2026-04-27,189,21,3,50.7,39.54,11.16,Débito,Delivery
667,2025-11-20,91,15,1,4.2,3.02,1.18,Débito,Delivery
668,2026-03-13,62,17,4,67.6,40.56,27.04,Crédito,Marketplace
669,2025-11-16,136,18,2,35.8,22.2,13.6,Débito,App
670,2025-09-07,239,11,2,9.0,6.12,2.88,Crédito,Delivery
671,2026-05-01,27,11,3,13.5,9.18,4.32,Pix,Marketplace
672,2026-03-27,282,19,3,19.5,12.69,6.81,Crédito,App
673,2026-01-18,95,8,4,38.0,27.36,10.64,Crédito,Delivery
674,2025-12-21,275,18,5,89.5,55.5,34.0,Crédito,App
675,2025-11-01,110,29,4,27.6,17.96,9.64,Pix,App
676,2025-11-20,272,7,5,28.0,22.4,5.6,Crédito,Loja Física
677,2026-02-24,229,12,1,2.8,1.82,0.98,Débito,Loja Física
678,2026-02-27,165,29,3,20.7,13.47,7.23,Crédito,Marketplace
679,2025-11-10,145,18,1,17.9,11.1,6.8,Pix,Marketplace
680,2026-01-08,152,2,1,8.9,6.68,2.22,Pix,Loja Física
681,2025-09-30,276,6,5,39.0,32.0,7.0,Crédito,Loja Física
682,2025-10-29,110,22,4,171.6,128.68,42.92,Crédito,Delivery
683,2026-01-21,223,27,1,12.5,8.5,4.0,Débito,Loja Física
684,2026-01-01,170,23,1,24.9,17.93,6.97,Crédito,Loja Física
685,2025-09-19,129,6,5,39.0,32.0,7.0,Crédito,Delivery
686,2026-04-27,209,9,3,38.7,25.14,13.56,Dinheiro,Marketplace
687,2025-12-25,9,11,5,22.5,15.3,7.2,Crédito,Loja Física
688,2026-02-17,33,24,4,91.6,64.12,27.48,Crédito,Loja Física
689,2025-12-06,258,30,1,8.9,6.23,2.67,Pix,App
690,2026-02-08,145,3,3,15.6,12.78,2.82,Dinheiro,Marketplace
691,2026-04-04,16,22,3,128.7,96.51,32.19,Débito,Delivery
692,2025-10-10,201,24,5,114.5,80.15,34.35,Pix,Delivery
693,2025-11-21,192,22,1,42.9,32.17,10.73,Débito,Loja Física
694,2025-09-16,294,1,5,144.5,112.7,31.8,Dinheiro,Loja Física
695,2025-11-23,177,7,2,11.2,8.96,2.24,Dinheiro,Delivery
696,2025-10-17,114,6,5,39.0,32.0,7.0,Pix,Delivery
697,2025-10-05,291,6,1,7.8,6.4,1.4,Dinheiro,Loja Física
698,2025-11-19,35,22,4,171.6,128.68,42.92,Crédito,Delivery
699,2026-03-10,250,19,3,19.5,12.69,6.81,Pix,Delivery
700,2026-02-24,121,21,1,16.9,13.18,3.72,Pix,Loja Física
701,2026-04-24,163,7,3,16.8,13.44,3.36,Dinheiro,App
702,2026-02-10,157,22,4,171.6,128.68,42.92,Débito,App
703,2026-03-31,220,11,2,9.0,6.12,2.88,Crédito,App
704,2025-11-08,114,26,5,49.5,34.65,14.85,Pix,App
705,2025-10-10,170,22,4,171.6,128.68,42.92,Dinheiro,Marketplace
706,2025-12-06,157,25,5,94.5,68.05,26.45,Crédito,Delivery
707,2026-02-18,42,20,2,6.4,4.36,2.04,Débito,Delivery
708,2025-11-12,40,24,1,22.9,16.03,6.87,Crédito,Loja Física
709,2026-04-02,297,19,3,19.5,12.69,6.81,Débito,Loja Física
710,2026-01-25,279,9,4,51.6,33.52,18.08,Dinheiro,Delivery
711,2025-12-08,115,13,6,89.4,62.58,26.82,Pix,Delivery
712,2026-01-02,262,17,1,16.9,10.14,6.76,Dinheiro,App
713,2026-01-12,123,1,4,115.6,90.16,25.44,Débito,Delivery
714,2025-12-29,92,6,6,46.8,38.4,8.4,Débito,Marketplace
715,2026-05-04,21,12,1,2.8,1.82,0.98,Dinheiro,Delivery
716,2025-09-22,190,9,2,25.8,16.76,9.04,Crédito,Delivery
717,2026-01-16,185,30,3,26.7,18.69,8.01,Dinheiro,Marketplace
718,2026-04-19,21,2,2,17.8,13.36,4.44,Crédito,App
719,2026-04-07,135,24,3,68.7,48.09,20.61,Débito,Marketplace
720,2026-02-20,188,13,4,59.6,41.72,17.88,Crédito,App
721,2025-12-11,115,30,6,53.4,37.38,16.02,Dinheiro,App
722,2026-04-03,177,28,3,41.7,31.68,10.02,Dinheiro,Loja Física
723,2026-01-12,72,29,3,20.7,13.47,7.23,Débito,Delivery
724,2025-09-25,144,17,2,33.8,20.28,13.52,Débito,Delivery
725,2025-10-16,61,12,2,5.6,3.64,1.96,Dinheiro,App
726,2026-03-09,247,4,4,75.6,52.92,22.68,Dinheiro,Delivery
727,2026-02-04,211,6,1,7.8,6.4,1.4,Débito,Loja Física
728,2025-10-08,83,19,2,13.0,8.46,4.54,Crédito,Delivery
729,2025-09-20,133,6,2,15.6,12.8,2.8,Dinheiro,Loja Física
730,2026-04-18,146,24,1,22.9,16.03,6.87,Débito,Marketplace
731,2026-02-08,247,16,1,18.9,13.8,5.1,Débito,Marketplace
732,2026-02-06,299,5,1,4.9,3.82,1.08,Pix,Delivery
733,2026-03-10,176,22,4,171.6,128.68,42.92,Crédito,Delivery
734,2025-12-11,68,13,1,14.9,10.43,4.47,Crédito,Delivery
735,2026-01-17,259,28,3,41.7,31.68,10.02,Débito,Loja Física
736,2025-10-21,20,16,5,94.5,69.0,25.5,Crédito,Loja Física
737,2026-01-07,67,22,4,171.6,128.68,42.92,Crédito,Marketplace
738,2026-01-17,190,14,1,8.5,5.69,2.81,Dinheiro,Delivery
739,2026-05-04,247,26,3,29.7,20.79,8.91,Pix,Loja Física
740,2025-12-23,131,5,5,24.5,19.1,5.4,Débito,Loja Física
741,2025-11-17,279,20,5,16.0,10.9,5.1,Pix,Delivery
742,2025-09-07,4,23,5,124.5,89.65,34.85,Crédito,Loja Física
743,2025-12-11,106,21,4,67.6,52.72,14.88,Dinheiro,App
744,2025-10-03,219,5,5,24.5,19.1,5.4,Pix,App
745,2026-04-12,217,18,3,53.7,33.3,20.4,Pix,App
746,2026-02-27,105,13,3,44.7,31.29,13.41,Dinheiro,Delivery
747,2025-12-09,285,18,5,89.5,55.5,34.0,Pix,App
748,2026-01-31,204,12,1,2.8,1.82,0.98,Crédito,Delivery
749,2025-12-29,83,26,1,9.9,6.93,2.97,Débito,Marketplace
750,2026-03-26,282,11,5,22.5,15.3,7.2,Crédito,Delivery
751,2025-12-14,3,21,1,16.9,13.18,3.72,Débito,Marketplace
752,2026-05-01,223,20,1,3.2,2.18,1.02,Crédito,App
753,2025-11-01,41,12,6,16.8,10.92,5.88,Crédito,Marketplace
754,2026-05-02,267,13,2,29.8,20.86,8.94,Crédito,Delivery
755,2026-02-16,225,16,1,18.9,13.8,5.1,Débito,App
756,2025-10-25,262,2,5,44.5,33.4,11.1,Débito,Delivery
757,2026-02-25,185,2,1,8.9,6.68,2.22,Crédito,Delivery
